customer_id,age,gender,tenure,monthly_charges,total_charges,contract_type,payment_method,paperless_billing,internet_service,online_security,online_backup,tech_support,streaming_tv,streaming_movies,dependents,partner,phone_service,multiple_lines,monthly_usage_gb,customer_service_calls,satisfaction_score,churn
364,77,Male,61,59.01,3631.05,Month-to-month,Electronic check,No,DSL,No,No internet service,No,No internet service,Yes,No,No,Yes,No phone service,280,4,2,No
365,66,Female,24,72.18,2701.5,Month-to-month,Credit card,No,Fiber optic,No,No,Yes,Yes,No,No,No,No,Yes,454,8,4,No
366,19,Female,20,96.04,4188.78,One year,Credit card,Yes,Fiber optic,No internet service,Yes,No,No,No,Yes,No,No,Yes,218,9,4,No
367,18,Female,37,68.05,4115.87,One year,Mailed check,Yes,Fiber optic,No,No internet service,Yes,No internet service,Yes,Yes,No,Yes,No phone service,378,3,5,No
368,65,Female,4,79.49,4224.46,Month-to-month,Bank transfer,Yes,DSL,No internet service,Yes,No internet service,Yes,No,Yes,Yes,Yes,No,475,4,5,Yes
369,79,Male,20,60.5,2451.22,Month-to-month,Electronic check,No,DSL,No internet service,No internet service,No internet service,Yes,Yes,Yes,No,Yes,No phone service,91,3,4,No
370,29,Male,60,70.73,1701.46,Month-to-month,Bank transfer,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,307,7,5,No
371,22,Female,24,25.67,3968.21,Month-to-month,Credit card,Yes,DSL,No internet service,Yes,No,Yes,No internet service,No,Yes,No,No,245,7,1,No
372,54,Female,50,40.35,2283.91,Month-to-month,Bank transfer,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No phone service,441,2,1,No
373,49,Female,49,48.95,958.04,One year,Credit card,No,Fiber optic,Yes,No internet service,Yes,Yes,No,No,Yes,No,No phone service,145,0,5,No
374,76,Male,51,57.8,4282.12,Month-to-month,Electronic check,Yes,Fiber optic,Yes,Yes,Yes,No,No internet service,No,No,No,No,366,5,4,No
375,72,Female,36,23.65,4418.67,Month-to-month,Electronic check,No,Fiber optic,No,No internet service,No internet service,No,No internet service,No,Yes,No,No phone service,63,1,1,No
376,26,Female,66,31.2,2358.23,One year,Mailed check,No,DSL,No,No,Yes,No,No,Yes,Yes,No,No,162,1,2,No
377,58,Female,34,42.15,424.71,One year,Mailed check,Yes,Fiber optic,No,Yes,No internet service,No internet service,No,No,Yes,No,No phone service,126,2,4,No
378,52,Male,36,97.72,1969.74,Two year,Bank transfer,Yes,No,No,No internet service,Yes,No,No,Yes,No,No,Yes,326,7,3,No
379,36,Male,6,46.51,4027.51,One year,Electronic check,Yes,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No,No,No,No,457,2,3,No
380,65,Male,39,58.56,4513.78,Month-to-month,Electronic check,No,No,No internet service,No internet service,Yes,No internet service,No internet service,Yes,No,No,Yes,483,6,4,No
381,33,Male,42,35.69,1057.19,Two year,Mailed check,No,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,Yes,No,Yes,No phone service,478,9,5,No
382,20,Male,58,68.86,381.52,One year,Credit card,Yes,DSL,Yes,No internet service,No,No,Yes,Yes,No,Yes,Yes,497,9,1,No
383,37,Male,12,42.45,4392.88,Month-to-month,Bank transfer,No,DSL,No internet service,No,No,Yes,Yes,Yes,No,Yes,No phone service,369,8,1,No
384,41,Male,3,36.56,1977.55,One year,Bank transfer,No,No,Yes,Yes,Yes,No internet service,Yes,Yes,No,No,No,459,7,4,No
385,71,Male,18,61.33,2731.72,Two year,Mailed check,No,DSL,No internet service,No,Yes,No internet service,No internet service,Yes,Yes,Yes,No phone service,209,0,2,Yes
386,73,Female,40,20.44,4841.93,Month-to-month,Electronic check,Yes,No,No,No internet service,Yes,Yes,No internet service,No,Yes,No,No phone service,362,6,5,No
387,50,Female,21,20.61,379.5,Month-to-month,Mailed check,No,No,No,No internet service,Yes,Yes,Yes,Yes,Yes,No,No,168,6,2,No
388,41,Male,15,37.53,3259.17,Month-to-month,Mailed check,Yes,DSL,No,No,No,Yes,No,Yes,No,Yes,No phone service,486,7,4,No
389,69,Male,26,22.94,416.82,Month-to-month,Mailed check,Yes,DSL,Yes,No,No internet service,No internet service,No internet service,No,No,No,No,210,9,4,No
390,28,Female,8,28.64,1908.57,Month-to-month,Mailed check,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No phone service,357,4,2,No
391,66,Male,42,47.11,4028.88,One year,Credit card,Yes,DSL,No internet service,No internet service,No,Yes,No,No,Yes,No,No,400,9,3,Yes
392,25,Male,44,84.21,2195.69,Month-to-month,Credit card,No,Fiber optic,No internet service,No,Yes,No,No,No,No,No,Yes,195,8,4,No
393,53,Male,14,65.76,4986.05,Two year,Electronic check,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,Yes,No,Yes,No phone service,212,8,5,No
394,55,Female,2,61.01,2817.34,One year,Mailed check,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,Yes,No,Yes,No phone service,445,7,2,No
395,57,Female,37,43.48,1639.75,One year,Credit card,No,Fiber optic,No internet service,Yes,Yes,Yes,No,No,No,Yes,No phone service,228,5,3,No
396,37,Female,69,94.54,1139.55,Two year,Electronic check,Yes,DSL,No,Yes,Yes,No internet service,No internet service,Yes,No,Yes,No,138,5,2,No
397,79,Female,38,51.76,1785.08,Month-to-month,Mailed check,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,No,No,Yes,No phone service,272,0,3,No
398,52,Female,41,26.97,1894.04,Month-to-month,Bank transfer,Yes,DSL,No,No,No internet service,No,No,Yes,No,Yes,No,315,5,3,Yes
399,65,Male,62,69.37,390.13,One year,Credit card,No,DSL,Yes,No internet service,No internet service,No internet service,Yes,No,No,No,No phone service,288,3,5,No
400,79,Female,60,29.11,1879.39,Two year,Electronic check,No,Fiber optic,No,No,No internet service,No internet service,No,Yes,Yes,No,Yes,357,3,4,No
401,42,Male,14,47.62,2347.98,One year,Bank transfer,Yes,No,No,No,No,Yes,No,Yes,No,No,No phone service,83,1,3,No
402,52,Male,2,60.59,3627.55,Month-to-month,Mailed check,Yes,DSL,No,Yes,No,No internet service,No internet service,No,No,No,Yes,420,3,4,No
403,42,Female,70,89.94,3300.81,Two year,Mailed check,Yes,Fiber optic,Yes,No internet service,No,Yes,Yes,No,No,Yes,No,216,4,5,No
404,46,Female,17,59.48,3558.39,Month-to-month,Mailed check,No,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,No,Yes,No,Yes,441,4,4,No
405,35,Male,28,76.18,91.4,Two year,Credit card,No,DSL,Yes,Yes,No internet service,No internet service,No,No,Yes,No,No phone service,174,4,1,No
406,63,Male,66,99.43,1127.45,Two year,Electronic check,Yes,DSL,Yes,No internet service,No internet service,Yes,Yes,Yes,No,Yes,No phone service,273,3,3,No
407,35,Male,35,30.52,3325.34,Month-to-month,Bank transfer,No,No,No internet service,Yes,No,No,Yes,No,Yes,No,No,462,0,5,No
408,19,Female,5,41.98,2445.75,One year,Electronic check,No,Fiber optic,Yes,No,Yes,No,Yes,No,Yes,Yes,No phone service,199,9,2,No
409,71,Female,65,51.57,76.3,Month-to-month,Credit card,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No phone service,238,7,5,No
410,52,Female,40,53.75,4032.25,Month-to-month,Electronic check,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,92,2,3,Yes
411,33,Female,56,52.88,3875.41,One year,Credit card,Yes,DSL,No internet service,No,No,Yes,No,No,No,No,No,482,1,5,No
412,78,Female,36,92.61,2764.67,One year,Mailed check,No,Fiber optic,No internet service,No,Yes,No,No,Yes,No,Yes,Yes,78,8,2,Yes
413,58,Male,45,77.12,378.99,Two year,Bank transfer,No,Fiber optic,No internet service,Yes,Yes,No internet service,No,No,No,No,No,411,6,1,No
414,53,Female,23,68.63,3844.25,One year,Mailed check,Yes,Fiber optic,No,No,Yes,Yes,No internet service,Yes,No,No,No phone service,169,8,3,No
415,50,Male,47,44.75,2939.38,Month-to-month,Electronic check,Yes,DSL,Yes,No internet service,No internet service,Yes,Yes,No,No,No,No,386,1,3,No
416,21,Male,31,85.9,3920.7,Two year,Mailed check,No,DSL,Yes,No,No,Yes,Yes,Yes,No,Yes,No phone service,80,8,5,No
417,50,Male,11,96.4,3771.15,Two year,Bank transfer,No,DSL,Yes,Yes,No internet service,Yes,No,No,Yes,Yes,Yes,230,9,4,No
418,31,Female,10,85.7,4024.86,Month-to-month,Mailed check,Yes,No,No,No internet service,No internet service,Yes,Yes,No,No,Yes,No,211,8,4,Yes
419,38,Female,67,20.13,2614.14,Two year,Bank transfer,Yes,Fiber optic,No,No internet service,No,Yes,No internet service,Yes,No,No,No phone service,177,8,2,No
420,65,Female,14,70.91,744.61,Month-to-month,Bank transfer,Yes,Fiber optic,No internet service,No,No internet service,No internet service,Yes,Yes,No,No,No,304,9,1,Yes
421,37,Male,10,24.09,3372.23,Two year,Mailed check,No,DSL,No internet service,No internet service,Yes,No internet service,Yes,No,No,Yes,No,343,9,1,No
422,73,Male,1,40.61,3121.35,Month-to-month,Credit card,No,DSL,Yes,Yes,Yes,No,No internet service,No,No,No,No,490,3,5,No
423,25,Male,5,24.76,3724.15,Month-to-month,Electronic check,Yes,Fiber optic,No,No internet service,Yes,Yes,No,Yes,No,Yes,No,406,9,5,No
424,24,Male,20,68.3,890.91,Month-to-month,Credit card,No,Fiber optic,No,No,Yes,No,No,Yes,No,Yes,Yes,437,2,4,No
425,20,Male,8,74.93,1015.13,One year,Credit card,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,No,No,No phone service,303,5,1,No
426,34,Male,43,29.16,4457.53,Month-to-month,Mailed check,No,DSL,Yes,No internet service,No internet service,No internet service,No internet service,Yes,Yes,No,No,179,2,1,No
427,50,Female,1,50.71,3762.39,Month-to-month,Electronic check,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,Yes,Yes,Yes,No phone service,61,8,1,No
428,65,Female,57,56.5,4545.73,One year,Electronic check,Yes,DSL,No internet service,Yes,Yes,No internet service,No,Yes,No,No,Yes,84,2,2,No
429,29,Female,64,49.52,3805.64,Two year,Credit card,No,DSL,No internet service,No,Yes,No,No,Yes,No,Yes,No phone service,247,1,2,Yes
430,76,Female,28,29.68,3005.92,Month-to-month,Mailed check,No,Fiber optic,Yes,No,No internet service,Yes,Yes,Yes,Yes,Yes,No phone service,297,7,5,No
431,68,Male,37,53.52,3287.96,Month-to-month,Electronic check,No,DSL,Yes,Yes,No,No,No internet service,Yes,No,No,Yes,159,5,4,No
432,39,Male,47,80.09,4451.18,Month-to-month,Credit card,No,DSL,No internet service,No internet service,No internet service,No internet service,Yes,No,No,Yes,No,377,7,3,No
433,72,Female,37,25.68,2915.09,Month-to-month,Electronic check,No,Fiber optic,No internet service,No internet service,Yes,No internet service,No,Yes,Yes,No,No phone service,454,6,4,No
434,39,Male,49,26.41,3180.34,Two year,Mailed check,No,Fiber optic,No,No internet service,Yes,No internet service,No internet service,Yes,No,Yes,No phone service,294,2,2,No
435,63,Female,44,48.38,824.56,Two year,Mailed check,Yes,No,No,No internet service,No,No,Yes,No,No,No,No,299,7,2,No
436,47,Female,56,95.34,2395.91,One year,Mailed check,No,Fiber optic,No internet service,Yes,No internet service,No,No,No,No,No,No,415,9,5,No
437,55,Female,28,73.49,3596.17,Month-to-month,Electronic check,Yes,DSL,No internet service,No,No,No internet service,No,No,Yes,Yes,No phone service,366,0,3,No
438,55,Male,6,74.29,1391.17,One year,Bank transfer,Yes,DSL,No,No,No,Yes,Yes,No,Yes,No,Yes,212,0,1,No
439,62,Female,61,48.95,1051.16,One year,Electronic check,No,No,No internet service,No internet service,Yes,Yes,No,No,No,No,No,97,9,3,No
440,68,Female,20,67.49,1603.44,Two year,Bank transfer,Yes,Fiber optic,No,Yes,No internet service,No,No,No,Yes,Yes,No,448,7,3,Yes
441,71,Female,2,20.81,1245.43,One year,Mailed check,Yes,Fiber optic,No,Yes,Yes,No,No internet service,Yes,Yes,No,Yes,120,8,3,No
442,25,Male,37,70.89,1113.82,One year,Credit card,No,DSL,No,No internet service,No internet service,No internet service,No,No,Yes,Yes,No phone service,448,9,5,No
443,44,Male,20,93.06,2153.01,One year,Bank transfer,No,Fiber optic,Yes,No internet service,Yes,No,Yes,No,No,No,No,183,5,2,No
444,44,Female,26,69.01,4543.8,Month-to-month,Mailed check,No,DSL,Yes,No internet service,Yes,No,No internet service,No,Yes,Yes,No phone service,288,4,1,No
445,51,Male,29,89.9,2559.95,Two year,Mailed check,Yes,Fiber optic,No internet service,No,No internet service,No internet service,Yes,Yes,Yes,Yes,No phone service,117,1,3,No
446,38,Male,1,77.92,980.21,One year,Bank transfer,No,No,No,No internet service,No internet service,No internet service,No,No,Yes,Yes,No phone service,327,8,1,No
447,47,Male,35,29.64,431.01,One year,Credit card,No,No,Yes,No,Yes,No,No internet service,Yes,No,Yes,Yes,81,5,3,No
448,50,Male,70,92.2,3495.97,Month-to-month,Mailed check,No,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,No,Yes,No,No phone service,172,7,2,Yes
449,45,Male,59,25.32,1944.85,One year,Bank transfer,No,Fiber optic,No internet service,Yes,Yes,No,No internet service,No,Yes,Yes,No phone service,71,8,1,No
450,64,Male,69,62.72,4118.06,One year,Credit card,Yes,No,No internet service,No,No internet service,Yes,No internet service,Yes,No,No,No,204,8,4,Yes
451,50,Male,33,31.37,3314.58,Month-to-month,Credit card,No,Fiber optic,No internet service,No,Yes,Yes,Yes,Yes,Yes,Yes,No,159,7,2,No
452,22,Male,51,20.94,3991.4,Month-to-month,Mailed check,Yes,DSL,No internet service,No,Yes,Yes,No,No,Yes,No,Yes,320,9,1,No
453,77,Male,12,53.76,1396.13,One year,Electronic check,No,Fiber optic,No,No,Yes,No internet service,No,Yes,Yes,Yes,Yes,429,7,3,No
454,78,Male,20,43.6,3477.18,One year,Electronic check,Yes,DSL,No internet service,No internet service,No,No internet service,No internet service,Yes,No,No,No,349,2,3,Yes
455,65,Female,53,58.88,1357.11,One year,Mailed check,Yes,Fiber optic,No,Yes,No internet service,No internet service,No,No,No,No,No,164,2,2,No
456,36,Female,43,66.18,4698.39,Month-to-month,Credit card,Yes,Fiber optic,Yes,No internet service,Yes,No,Yes,No,Yes,Yes,Yes,269,1,2,No
457,21,Male,50,23.5,3200.05,One year,Mailed check,No,Fiber optic,No internet service,No,No,No internet service,No,No,Yes,Yes,No phone service,279,0,3,No
458,52,Female,29,29.84,1656.33,Month-to-month,Bank transfer,Yes,DSL,Yes,No internet service,Yes,No internet service,Yes,Yes,Yes,Yes,Yes,301,3,1,No
459,66,Female,57,64.69,1384.08,Month-to-month,Electronic check,No,DSL,No,No internet service,No,No,Yes,No,Yes,No,No phone service,298,1,4,No
460,34,Male,39,47.45,995.09,Month-to-month,Bank transfer,No,Fiber optic,No,Yes,Yes,No,No,No,Yes,No,No,58,1,5,No
461,61,Male,56,78.33,3488.47,Month-to-month,Mailed check,No,No,Yes,No internet service,Yes,Yes,Yes,Yes,Yes,No,No,83,4,2,Yes
462,45,Male,43,72.18,1132.64,Month-to-month,Mailed check,No,Fiber optic,No internet service,Yes,No,No,Yes,Yes,No,No,No,277,3,3,No
463,47,Female,50,87.65,2996.75,Month-to-month,Credit card,No,DSL,No internet service,No,No,No,Yes,No,Yes,Yes,No phone service,122,0,1,No
464,46,Female,23,75.4,1359.94,Month-to-month,Credit card,Yes,No,Yes,No internet service,No internet service,No internet service,Yes,Yes,Yes,Yes,Yes,448,8,2,Yes
465,63,Male,44,54.39,3326.75,Month-to-month,Credit card,No,No,Yes,No,No internet service,Yes,No internet service,No,Yes,Yes,No phone service,495,3,1,No
466,70,Male,38,73.84,4083.95,One year,Bank transfer,Yes,DSL,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,350,4,2,Yes
467,23,Male,23,42.03,3901.22,Month-to-month,Credit card,Yes,DSL,No internet service,No,No internet service,No,No internet service,No,Yes,No,Yes,261,6,3,No
468,52,Female,45,44.51,3816.21,Month-to-month,Mailed check,Yes,Fiber optic,No internet service,No,No,No internet service,Yes,Yes,No,No,Yes,121,1,1,No
469,77,Female,52,83.12,979.23,Two year,Credit card,Yes,No,No internet service,Yes,No internet service,No internet service,No,Yes,Yes,Yes,No,107,7,3,No
470,58,Female,50,55.71,487.51,Month-to-month,Electronic check,Yes,No,Yes,No,Yes,No internet service,Yes,Yes,Yes,No,Yes,269,1,1,No
471,54,Female,8,83.87,3509.8,One year,Credit card,Yes,No,No internet service,No,No internet service,No internet service,No,Yes,Yes,Yes,No,420,9,2,No
472,41,Male,1,85.79,1873.32,Month-to-month,Bank transfer,Yes,Fiber optic,No,No,Yes,No,No internet service,No,Yes,No,Yes,324,4,5,Yes
473,46,Male,8,88.6,2190.11,Month-to-month,Electronic check,No,Fiber optic,Yes,No internet service,Yes,No internet service,No,Yes,Yes,No,Yes,298,1,5,No
474,66,Male,29,93.33,204.19,One year,Electronic check,Yes,DSL,No internet service,No,No internet service,Yes,Yes,No,Yes,No,No,65,1,4,No
475,63,Male,5,54.48,1334.9,One year,Electronic check,No,DSL,Yes,Yes,No,Yes,No,Yes,No,No,No,124,3,4,No
476,70,Female,47,45.51,216.7,Two year,Bank transfer,Yes,Fiber optic,No,No internet service,Yes,No,No,Yes,Yes,No,No phone service,155,3,3,No
477,48,Female,34,66.58,4401.97,One year,Mailed check,Yes,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No,Yes,No,Yes,185,7,1,No
478,52,Male,65,49.69,1254.81,Two year,Credit card,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,Yes,Yes,Yes,No,466,5,4,No
479,77,Male,55,68.09,2808.82,Month-to-month,Electronic check,Yes,Fiber optic,Yes,No,No,No internet service,No,Yes,No,No,No phone service,123,9,2,No
480,50,Female,43,76.45,242.95,Month-to-month,Electronic check,No,DSL,No,No internet service,No,No internet service,No internet service,No,Yes,Yes,No phone service,303,7,5,No
481,69,Male,30,75.07,3350.89,Month-to-month,Electronic check,No,Fiber optic,Yes,No internet service,No internet service,No,No,Yes,No,Yes,No,67,6,1,No
482,78,Female,17,49.96,1648.99,Month-to-month,Mailed check,No,DSL,No,No internet service,No,No internet service,Yes,No,Yes,Yes,Yes,468,9,5,No
483,38,Male,26,33.35,4494.7,One year,Mailed check,Yes,Fiber optic,No,No,No internet service,No,No,Yes,Yes,Yes,No phone service,92,3,1,No
484,49,Male,8,54.44,4446.19,One year,Bank transfer,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,Yes,No,Yes,Yes,99,1,4,No
485,40,Male,47,31.41,1660.19,Month-to-month,Mailed check,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No,Yes,No,Yes,Yes,52,8,4,No
486,50,Male,46,91.21,4509.76,Two year,Credit card,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No phone service,281,1,3,No
487,20,Male,68,47.67,4980.98,Two year,Bank transfer,Yes,DSL,No internet service,Yes,Yes,No,Yes,Yes,No,No,No,268,0,1,Yes
488,35,Male,33,32.36,4135.81,Month-to-month,Bank transfer,No,Fiber optic,No,Yes,Yes,Yes,No internet service,Yes,No,No,Yes,108,7,2,No
489,42,Male,1,22.04,4232.11,Month-to-month,Credit card,No,DSL,Yes,No internet service,No internet service,No,No internet service,Yes,Yes,Yes,No,333,9,4,Yes
490,59,Female,19,71.67,1282.59,Month-to-month,Credit card,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,No,Yes,Yes,Yes,No phone service,351,8,3,No
491,48,Female,31,70.95,2904.68,Month-to-month,Credit card,Yes,No,No internet service,No internet service,Yes,No internet service,Yes,Yes,Yes,Yes,Yes,113,0,4,No
492,71,Female,14,47.25,382.92,Month-to-month,Bank transfer,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No,No,No,119,6,5,No
493,75,Female,53,25.74,519.84,One year,Bank transfer,No,No,No internet service,No,No internet service,Yes,Yes,Yes,Yes,No,No,352,1,4,No
494,20,Female,48,52.77,4994.52,Month-to-month,Bank transfer,No,DSL,No,No internet service,No internet service,No,Yes,Yes,Yes,No,Yes,191,5,1,Yes
495,57,Male,69,44.9,1666.86,Month-to-month,Credit card,Yes,No,No internet service,No internet service,No internet service,No,Yes,Yes,No,Yes,No,440,4,3,No
496,63,Male,62,74.17,3753.51,Two year,Credit card,Yes,DSL,No,Yes,Yes,No internet service,Yes,No,No,Yes,No,251,0,1,No
497,41,Female,66,68.46,4042.99,One year,Electronic check,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No phone service,256,1,2,No
498,67,Male,64,49.17,4297.22,Two year,Mailed check,Yes,DSL,Yes,Yes,Yes,No,No internet service,No,No,No,No phone service,464,1,2,No
499,49,Female,70,37.43,4988.26,Month-to-month,Electronic check,Yes,DSL,No internet service,No internet service,Yes,Yes,No internet service,No,No,Yes,No,270,9,4,No
500,64,Female,63,99.04,1245.41,Month-to-month,Credit card,Yes,Fiber optic,No,Yes,No internet service,Yes,No,No,No,Yes,No,411,9,3,No
501,39,Male,33,56.32,249.74,One year,Bank transfer,No,No,No,No internet service,No internet service,No,No internet service,Yes,Yes,Yes,Yes,295,5,3,Yes
502,40,Male,41,75.06,2085.4,Month-to-month,Credit card,No,DSL,No internet service,No,Yes,Yes,Yes,No,Yes,Yes,No phone service,130,0,3,No
503,19,Male,48,31.24,693.9,Month-to-month,Mailed check,No,DSL,No,Yes,Yes,No internet service,Yes,No,Yes,No,Yes,300,3,3,No
504,44,Female,13,58.85,161.01,One year,Electronic check,Yes,No,No internet service,No internet service,No,No internet service,No internet service,No,No,No,No,100,9,4,No
505,59,Male,31,22.2,1834.11,One year,Electronic check,No,DSL,Yes,No internet service,No,No internet service,Yes,Yes,Yes,Yes,Yes,334,4,1,No
506,19,Female,68,60.44,3929.5,Month-to-month,Bank transfer,Yes,DSL,No,No internet service,No internet service,No internet service,Yes,No,Yes,Yes,No,418,1,4,Yes
507,43,Female,4,97.12,2852.59,Month-to-month,Electronic check,Yes,Fiber optic,No,No internet service,No,Yes,No internet service,Yes,No,No,No phone service,448,1,1,No
508,34,Female,19,50.74,1598.25,Month-to-month,Electronic check,No,DSL,No internet service,Yes,No,No internet service,No,No,No,No,No phone service,433,6,5,No
509,57,Male,70,23.12,3288.99,Month-to-month,Credit card,Yes,No,No internet service,No internet service,No internet service,No,No internet service,No,Yes,Yes,No,395,6,5,Yes
510,50,Male,13,22.48,1198.49,Month-to-month,Electronic check,No,Fiber optic,No internet service,Yes,No,No internet service,No internet service,Yes,No,No,No phone service,253,5,1,No
511,26,Female,23,51.04,121.19,Month-to-month,Electronic check,No,Fiber optic,No internet service,No internet service,Yes,No,No internet service,Yes,Yes,No,No,74,0,4,No
512,60,Male,1,32.8,3833.55,Month-to-month,Electronic check,Yes,No,No,Yes,No,No,No internet service,No,Yes,Yes,Yes,494,2,2,No
513,71,Male,54,21.87,3137.53,Two year,Bank transfer,No,Fiber optic,Yes,Yes,No internet service,No internet service,No,No,Yes,No,No,90,8,4,No
514,65,Male,71,80.5,3823.4,One year,Bank transfer,No,DSL,Yes,No internet service,Yes,No internet service,No,No,No,No,Yes,118,9,2,No
515,56,Female,15,56.68,242.74,One year,Credit card,No,DSL,Yes,No internet service,No,Yes,Yes,Yes,No,No,No,53,0,4,No
516,46,Female,65,43.14,4193.74,Month-to-month,Electronic check,No,Fiber optic,Yes,No internet service,Yes,No,Yes,Yes,Yes,No,No phone service,289,1,3,No
517,59,Male,71,92.01,3116.65,Month-to-month,Bank transfer,Yes,DSL,No internet service,No internet service,Yes,No internet service,No internet service,No,Yes,Yes,No,410,7,3,No
518,72,Female,15,29.29,2838.81,Month-to-month,Bank transfer,No,No,No,No,No,Yes,Yes,No,Yes,No,No,490,6,5,No
519,43,Male,21,96.47,3141.84,Month-to-month,Credit card,No,Fiber optic,No,No internet service,No,No internet service,No,Yes,Yes,No,No,80,8,5,No
520,52,Male,19,45.12,4328.94,Month-to-month,Mailed check,No,DSL,No,No internet service,No internet service,No internet service,Yes,Yes,No,Yes,No phone service,436,9,1,No
521,67,Male,60,91.07,2955.34,One year,Electronic check,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,No,No,166,3,2,Yes
522,42,Male,33,68.24,2925.7,One year,Bank transfer,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No phone service,244,3,3,No
523,41,Female,49,86.14,4953.86,One year,Credit card,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,No,139,6,4,No
524,30,Female,35,98.72,3795.81,Month-to-month,Credit card,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,227,0,1,Yes
525,77,Female,44,43.07,2239.35,Two year,Credit card,No,Fiber optic,Yes,Yes,Yes,No internet service,No,No,Yes,No,No,194,9,4,No
526,75,Male,11,96.89,3551.62,Month-to-month,Bank transfer,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No,Yes,No,Yes,493,8,3,Yes
527,24,Male,66,51.16,1976.69,Month-to-month,Electronic check,Yes,Fiber optic,No,Yes,No internet service,Yes,No,No,Yes,No,No phone service,251,1,3,No
528,74,Male,46,50.84,1182.93,Month-to-month,Mailed check,Yes,Fiber optic,Yes,No,No internet service,Yes,No,Yes,Yes,No,No phone service,371,0,3,No
529,53,Female,9,47.23,3004.42,One year,Electronic check,Yes,DSL,Yes,No internet service,No,No,Yes,No,No,Yes,No,393,6,3,No
530,62,Male,3,63.31,4644.5,Two year,Credit card,Yes,DSL,Yes,Yes,Yes,No,No internet service,No,No,No,No phone service,252,5,4,No
531,37,Female,26,32.33,4649.24,Month-to-month,Credit card,Yes,Fiber optic,No internet service,No internet service,Yes,No,No,Yes,No,Yes,No,73,2,1,No
532,18,Female,48,64.3,1742.43,Two year,Mailed check,Yes,DSL,No internet service,Yes,Yes,No,No,No,No,No,No phone service,404,0,3,No
533,25,Female,66,63.34,2662.0,Two year,Electronic check,No,DSL,No,No,No internet service,Yes,No internet service,No,Yes,Yes,Yes,465,4,5,No
534,63,Female,70,80.95,1097.6,Month-to-month,Credit card,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No,No,No,No phone service,154,9,1,No
535,33,Female,28,86.69,4978.37,Month-to-month,Credit card,No,DSL,No,No internet service,No internet service,No internet service,No,Yes,No,No,Yes,324,3,5,No
536,31,Female,26,55.24,4906.53,Month-to-month,Electronic check,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No,Yes,No,No,No,371,4,4,No
537,29,Male,25,44.19,3265.07,Two year,Credit card,Yes,Fiber optic,Yes,No,No internet service,No,No internet service,Yes,No,No,No,109,0,3,No
538,68,Male,12,40.75,4031.85,Month-to-month,Electronic check,Yes,No,No,No internet service,No,Yes,No,Yes,No,No,No,420,0,1,No
539,40,Female,5,35.57,3589.75,One year,Credit card,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No,No,No,Yes,Yes,499,4,3,No
540,32,Female,48,24.61,2986.13,Month-to-month,Electronic check,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,No,No,No,64,5,3,No
541,45,Male,37,47.4,314.07,One year,Mailed check,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,Yes,No,No,No,134,4,1,No
542,51,Female,44,41.62,2301.08,Month-to-month,Credit card,No,No,No internet service,Yes,Yes,No,Yes,Yes,Yes,No,Yes,468,1,3,No
543,19,Female,15,97.31,3390.19,One year,Mailed check,No,No,No internet service,No,No internet service,Yes,Yes,No,No,Yes,No phone service,246,8,3,No
544,49,Male,43,64.62,3403.78,Two year,Credit card,No,Fiber optic,No,No internet service,No internet service,No,No internet service,No,Yes,No,No,284,4,2,No
